Case,Planform,Span,Wing_Sweep,Wing_AR,Wing_dhl,Wing_TR,Wing_Twist,Mass,Power,PowerConstraint,AreaCoverage,Airspeed,CD,CL,L/D,AoA,Fuse_L,Fuse_D,Fuse_x,S_VTail,SM,cgx,RTG_h,n_RTG,Batt_h,PropulsionN,PropD,PropBlade,Check,TailCheck,Planet,mTotal,mRTG,mBattery,mPayload,mEmpty,mWing,mFuselage,mFC,mStabilizer,mProp,mAvionic,mInsulation,mRadiator,mHeater,mSpanels,Tail_type,Winglet,Wing_folding,Num_wing_fold,Season
73,1.156900736,3.582748822,0,11.0952381,1.460846448,0.35,0,152.8483741,260.8803016,LowAcc,4394937.299,13.92671591,0.018458509,0.344931394,18.68684982,0.694263209,2.413362552,0.724008766,0.068136597,0.125572908,0.139889001,0.07172672,1.801079216,2,0,4,0.265185318,3,1,1,Titan,152.8483741,66.02227094,0,52.2544,100.5939741,6.400880753,7.200324569,0.092856349,0.613100453,0.294649305,15.27800774,4.67730042,0,0.014583564,0,V-tail,no,yes,0,spring
74,0.633339819,2.982769939,0,14.04761905,2.519724981,0.35,0,138.9996194,235.448742,LowAcc,4277900.256,13.5558479,0.030967145,0.604768098,19.52934596,1.778879146,2.315942004,0.694782601,0.132486414,0.201383207,0.156581265,0.131224378,1.724593851,2,0,6,0.239537667,3,1,1,Titan,138.9996194,55.01807438,0,52.2544,86.74521943,5.299154434,6.448230917,0.075475846,0.983238641,0.252907774,13.89419285,4.75936103,0,0.014583564,0,V-tail,yes,no,0,summer
75,1.418681194,3.967443211,0,11.0952381,2.519724981,0.35,0,147.6470598,236.0384084,LowAcc,4146649.031,13.13993786,0.015871637,0.305224084,19.23078835,0.066489066,2.356805567,0.70704167,0.091243099,0.201383207,0.14379042,0.095716141,1.756676041,2,0,4,0.250615493,3,1,1,Titan,147.6470598,60.14829039,0,52.2544,95.39265985,7.759371672,6.657420218,0.090448503,0.983238641,0.270654866,14.7582943,4.710357692,0,0.014583564,0,V-tail,no,yes,0,fall
79,0.895120277,3.151439766,0,11.0952381,1.460846448,0.35,0,143.4172735,250.5077102,LowAcc,4524344.883,14.33678379,0.021717825,0.394713541,18.17463488,0.743670638,2.340726188,0.702217856,0.071002162,0.125572908,0.150291086,0.074013778,1.744052039,2,0,1,0.246315944,3,1,1,Titan,143.4172735,57.75220584,0,52.2544,91.16287353,6.558826654,6.817731336,0.080285668,0.613100453,0.263715512,14.33561036,4.726814135,0,0.014583564,0,V-tail,no,yes,0,winter
80,0.633339819,2.6508595,0,11.0952381,2.872684492,0.35,0,147.1524768,267.3779317,LowAcc,4669821.303,14.79777075,0.030211936,0.537283648,17.7838208,1.380749688,2.373912669,0.712173801,0.130853966,0.199744665,0.151867292,0.130016454,1.770106913,2,0,1,0.255110304,3,1,1,Titan,147.1524768,61.65324816,0,52.2544,94.89807676,5.326394481,7.16676293,0.078539587,0.975238581,0.277978531,14.70883499,4.696495938,0,0.014583564,0,V-tail,yes,yes,0,winter
81,0.633339819,3.281276721,0,17,1.813805959,0.35,0,135.1655135,218.2846744,LowAcc,4132088.673,13.09379887,0.030361045,0.630323072,20.76091523,2.052172434,2.284926373,0.685477912,0.048331224,0.06066991,0.151372406,0.050289045,1.700243322,2,0,6,0.230774841,3,1,1,Titan,135.1655135,51.79813268,0,52.2544,82.9111135,6.019042493,6.148331607,0.074877994,0.296216359,0.239177548,13.50668045,4.814070804,0,0.014583564,0,V-tail,yes,yes,0,summer
83,0.895120277,3.151439766,0,11.0952381,1.460846448,0.35,0,146.9960192,262.5372128,LowAcc,4590809.16,14.54739638,0.021712547,0.392933506,18.09707078,0.729911043,2.367436648,0.710230994,0.055842381,0.070497504,0.150170305,0.059617222,1.765022556,2,0,2,0.253418137,3,1,1,Titan,146.9960192,60.69883942,0,52.2544,94.74161916,6.880090904,7.05084134,0.08332348,0.344198859,0.275213108,14.69320809,4.701320395,0,0.014583564,0,V-tail,no,yes,0,spring
84,0.37155936,2.513266623,0,17,2.519724981,0.35,0,150.1633561,283.4217218,LowAcc,4565421.86,14.46694888,0.055770773,0.977793839,17.53237005,3.571976969,2.407094892,0.722128468,0.076158437,0.117211449,0.158249974,0.075857411,1.796158444,2,0,6,0.263610365,3,1,1,Titan,150.1633561,65.7540806,0,52.2544,97.90895612,4.179583019,7.327524815,0.079945719,0.572276247,0.292020149,15.00969295,4.679249057,0,0.014583564,0,V-tail,no,yes,0,winter
86,1.156900736,3.582748822,0,11.0952381,1.460846448,0.35,0,153.4800795,264.3162983,LowAcc,4361734.079,13.82150125,0.018702988,0.351650236,18.80182127,0.455943742,2.411565598,0.72346968,0.104412398,0.20542876,0.147309573,0.106635779,1.799668418,2,0,6,0.264734733,3,1,1,Titan,153.4800795,65.82326065,0,52.2544,101.2256795,6.802856388,7.176081509,0.093056633,1.002990754,0.293896246,15.34113488,4.677818909,0,0.014583564,0,V-tail,no,no,0,winter
87,0.633339819,2.6508595,0,11.0952381,2.872684492,0.35,0,153.4451998,292.7837926,LowAcc,4889083.304,15.49257011,0.029289962,0.511134274,17.45083422,1.322938576,2.425635949,0.727690785,0.044297895,0.053039692,0.149809117,0.04667038,1.810715122,2,0,1,0.268242625,3,1,1,Titan,153.4451998,67.11924606,0,52.2544,101.1907998,5.674874051,7.727200857,0.083948008,0.258962381,0.299777395,15.33760715,4.67460032,0,0.014583564,0,V-tail,no,yes,0,winter
88,0.37155936,2.513266623,0,17,2.872684492,0.35,0,145.9621775,268.5520995,LowAcc,4485212.307,14.21278015,0.054996435,0.984735244,17.90543782,3.522540755,2.380159013,0.714047704,0.084775882,0.185563936,0.139685212,0.084250684,1.775010949,2,0,1,0.25673189,3,1,1,Titan,145.9621775,62.10234006,0,52.2544,93.70777752,3.992194284,7.052993584,0.076812664,0.906002218,0.28063796,14.58990034,4.69231285,0,0.014583564,0,V-tail,no,no,0,spring
89,0.633339819,3.281276721,0,17,2.872684492,0.35,0,135.1815246,218.1953313,LowAcc,4229145.419,13.40135314,0.029390186,0.601795137,20.47605722,1.902086476,2.285760174,0.685728052,0.058316568,0.070497504,0.150258484,0.059867197,1.700897943,2,0,3,0.231014762,3,1,1,Titan,135.1815246,51.68848762,0,52.2544,82.92712465,6.025314646,6.219417432,0.074927025,0.344198859,0.239549818,13.50827081,4.81237487,0,0.014583564,0,V-tail,no,no,0,winter
91,0.37155936,2.284627835,0,14.04761905,2.519724981,0.35,0,154.6958343,299.1074174,LowAcc,4782204.206,15.15389068,0.054396014,0.918052554,16.8772026,3.264827888,2.441492966,0.73244789,0.039472422,0.05114173,0.153159737,0.040285285,1.823164546,2,0,2,0.272141765,3,1,1,Titan,154.6958343,69.58846062,0,52.2544,102.4414343,4.305265728,7.760525556,0.080764514,0.249695723,0.306364015,15.46257903,4.673195509,0,0.014583564,0,V-tail,yes,yes,0,spring
92,0.895120277,3.151439766,0,11.0952381,2.16676547,0.35,0,152.2604028,282.0833976,LowAcc,4609449.528,14.60646414,0.022867404,0.403720512,17.65484643,0.77517954,2.406200299,0.72186009,0.065074807,0.10012557,0.14838746,0.068274428,1.795456094,2,0,4,0.263384801,3,1,1,Titan,152.2604028,64.97515198,0,52.2544,100.0060028,6.877584531,7.371516332,0.087866337,0.488855704,0.291644303,15.21924054,4.679559494,0,0.014583564,0,V-tail,no,no,0,winter
94,0.895120277,3.546027165,0,14.04761905,1.460846448,0.35,0,139.6903944,213.850675,LowAcc,4160951.156,13.18525856,0.022751948,0.454541224,19.97812353,1.083728653,2.315589207,0.694676762,0.097579173,0.168478057,0.162813103,0.098604954,1.724316868,2,0,1,0.239439795,3,1,1,Titan,139.6903944,54.97915464,0,52.2544,87.43599439,6.195462139,6.367563457,0.080779036,0.822581676,0.25275291,13.96322504,4.759891919,0,0.014583564,0,V-tail,no,no,0,winter
95,0.895120277,3.151439766,0,11.0952381,2.16676547,0.35,0,154.5959084,289.2818193,LowAcc,4627631.062,14.66407795,0.022971459,0.406698443,17.70451108,0.793061522,2.421102699,0.72633081,0.066730419,0.101764112,0.148813014,0.069823822,1.807156044,2,0,5,0.267117466,3,1,1,Titan,154.5959084,66.87948196,0,52.2544,102.3415084,6.932749475,7.502120291,0.089790076,0.496855764,0.297886407,15.45261189,4.675429005,0,0.014583564,0,V-tail,no,yes,0,summer
96,0.37155936,2.513266623,0,17,1.460846448,0.35,0,146.8152861,271.1172722,LowAcc,4587724.841,14.53762276,0.053365148,0.946720344,17.74042381,3.50070115,2.386834522,0.716050357,0.053891583,0.060497504,0.158919255,0.054227661,1.780251925,2,0,4,0.258453642,3,1,1,Titan,146.8152861,63.08432637,0,52.2544,94.56088613,4.253199622,7.188949942,0.077504164,0.295374597,0.283471665,14.67513877,4.688337441,0,0.014583564,0,V-tail,no,yes,0,spring
97,0.37155936,2.513266623,0,17,2.872684492,0.35,0,143.8269261,261.8940401,LowAcc,4487247.929,14.21923064,0.054077996,0.969449577,17.92687687,3.561437638,2.364639934,0.70939198,0.06269182,0.066316775,0.155743844,0.062762817,1.762826842,2,0,5,0.25268386,3,1,1,Titan,143.8269261,60.62630494,0,52.2544,91.57252607,4.232761353,6.945820434,0.07515376,0.323786758,0.274016222,14.37653785,4.703561183,0,0.014583564,0,V-tail,yes,no,0,summer
98,0.37155936,2.284627835,0,14.04761905,1.813805959,0.35,0,152.0091103,289.9219694,LowAcc,4719417.884,14.95493283,0.054585696,0.926270659,16.96910977,3.299048085,2.423461587,0.727038476,0.069822433,0.185563936,0.131808451,0.069818847,1.809008019,2,0,2,0.267703536,3,1,1,Titan,152.0091103,67.14072579,0,52.2544,99.75471029,3.875316585,7.571382514,0.078739108,0.906002218,0.298870837,15.19411617,4.6749735,0,0.014583564,0,V-tail,no,no,0,spring
99,1.418681194,3.967443211,0,11.0952381,1.460846448,0.35,0,146.0769985,234.8976834,LowAcc,4124264.211,13.06900465,0.016086729,0.305265293,18.97621888,0.352909907,2.355733143,0.706719943,0.101863646,0.205529861,0.130840816,0.105328748,1.755834075,2,0,4,0.25033103,3,1,1,Titan,146.0769985,59.63988947,0,52.2544,93.82259845,6.862479787,6.629599627,0.089615786,1.003484373,0.270193749,14.60140332,4.711348773,0,0.014583564,0,V-tail,no,no,0,spring
101,1.156900736,3.582748822,0,11.0952381,1.460846448,0.35,0,140.1154676,226.8594535,LowAcc,4162056.558,13.18876137,0.018602549,0.352571653,18.95286836,0.389332384,2.306582006,0.691974602,0.10786975,0.218735113,0.034202305,0.11056416,1.717245269,2,0,2,0.236927341,3,1,1,Titan,140.1154676,53.98550199,0,52.2544,87.8610676,7.41102937,6.272566546,0.08080054,1.067958043,0.248789095,14.00570903,4.77412942,0,0.014583564,0,V-tail,yes,yes,0,summer
102,0.37155936,2.513266623,0,17,2.872684492,0.35,0,144.1573526,259.8830955,LowAcc,4395460.755,13.92837464,0.056337742,1.012682122,17.97519886,3.485327091,2.362082097,0.708624629,0.181541783,0.199744665,0.163641548,0.178432905,1.760818671,2,0,6,0.252010427,3,1,1,Titan,144.1573526,60.73646935,0,52.2544,91.90295264,3.851163885,6.862151771,0.07516678,0.975238581,0.272920167,14.40956328,4.705695259,0,0.014583564,0,V-tail,yes,yes,0,winter
103,1.156900736,3.582748822,0,11.0952381,2.872684492,0.35,0,148.979917,246.5559344,LowAcc,4326078.528,13.70851563,0.018551445,0.346989392,18.70417101,0.415951228,2.378701072,0.713610322,0.100992393,0.201383207,0.147378378,0.103501125,1.773866312,2,0,2,0.256354318,3,1,1,Titan,148.979917,61.94150353,0,52.2544,96.72551697,6.908321804,6.92416644,0.088972931,0.983238641,0.280017918,14.89146351,4.693248633,0,0.014583564,0,V-tail,no,no,0,winter
105,0.633339819,2.982769939,0,14.04761905,1.813805959,0.35,0,139.606333,239.5974904,LowAcc,4428111.992,14.03184016,0.029333611,0.566897443,19.32586603,1.669934591,2.322028702,0.696608611,0.076137767,0.107583383,0.170068218,0.077091245,1.729372548,2,0,5,0.241219976,3,1,1,Titan,139.606333,55.68954429,0,52.2544,87.35193299,5.488958176,6.596639247,0.076045119,0.525267925,0.255575005,13.95480907,4.750510593,0,0.014583564,0,V-tail,no,no,0,fall
106,0.633339819,3.281276721,0,17,1.460846448,0.35,0,135.329744,218.4342058,LowAcc,4193181.819,13.28739137,0.029638829,0.612833423,20.67670814,1.94021361,2.285428953,0.685628686,0.079643966,0.125572908,0.15215087,0.080218449,1.7006379,2,0,2,0.230919485,3,1,1,Titan,135.329744,51.85379271,0,52.2544,83.07534403,5.746581327,6.196784869,0.074976024,0.613100453,0.239401958,13.52307614,4.813046988,0,0.014583564,0,V-tail,no,no,0,winter
107,0.37155936,2.513266623,0,17,1.460846448,0.35,0,146.7961703,272.3688552,LowAcc,4589205.284,14.542314,0.053661864,0.945986446,17.62865427,3.499226625,2.386669306,0.716000792,0.051444956,0.058858962,0.156600586,0.051853445,1.780122213,2,0,4,0.258411168,3,1,1,Titan,146.7961703,63.06602892,0,52.2544,94.54177033,4.263535096,7.187700274,0.077487854,0.287374537,0.283401636,14.67322867,4.688429779,0,0.014583564,0,V-tail,no,no,0,winter
108,0.633339819,3.281276721,0,17,1.460846448,0.35,0,134.2154662,217.2920175,LowAcc,4135422.035,13.10436166,0.030573846,0.624884079,20.43851755,1.940051785,2.278072263,0.683421679,0.131277504,0.201383207,0.158354327,0.129727882,1.694862125,2,0,2,0.228793079,3,1,1,Titan,134.2154662,50.84037577,0,52.2544,81.96106616,5.463665264,6.108654176,0.074114134,0.983238641,0.236110479,13.41180486,4.82851926,0,0.014583564,0,V-tail,no,yes,0,spring
109,0.37155936,2.513266623,0,17,2.872684492,0.35,0,142.1682554,255.2225215,LowAcc,4471202.814,14.16838674,0.053648186,0.965159417,17.99053212,3.534694032,2.354208892,0.706262667,0.068807434,0.070497504,0.156414665,0.068700606,1.754637378,2,0,4,0.249926162,3,1,1,Titan,142.1682554,59.23958519,0,52.2544,89.91385538,4.191831855,6.856581495,0.073955907,0.344198859,0.269537942,14.21079755,4.71278301,0,0.014583564,0,V-tail,yes,yes,0,winter
110,0.37155936,2.513266623,0,17,2.872684492,0.35,0,142.3839547,255.746021,LowAcc,4477175.528,14.18731313,0.053335452,0.964046466,18.07515327,3.541452377,2.355475372,0.706642612,0.062789539,0.066316775,0.15582675,0.062860564,1.755631698,2,0,4,0.250262608,3,1,1,Titan,142.3839547,59.37930025,0,52.2544,90.12955469,4.260274813,6.863479032,0.074106824,0.323786758,0.270082877,14.23235136,4.711589206,0,0.014583564,0,V-tail,yes,yes,0,fall
113,1.41278745,4.180325256,0,12.36924864,2.484186218,0.35,0,138.4083442,203.3548646,LowAcc,3914569.88,12.40452341,0.015678572,0.32239679,20.56289309,0.198525158,2.289675564,0.686902669,0.103666312,0.22511022,0.134434441,0.107270358,1.703971936,2,0,1,0.232138075,3,1,1,Titan,138.4083442,52.32409937,0,52.2544,86.15394423,7.677401266,6.073988086,0.083773004,1.099084028,0.241295539,13.8351334,4.804585975,0,0.014583564,0,V-tail,no,no,0,spring
114,0.972721239,3.342115939,0,11.48298043,2.848844825,0.35,0,150.326876,255.5055201,LowAcc,4406089.921,13.96205643,0.02152775,0.401434677,18.64731241,0.741615039,2.390468081,0.717140424,0.06145294,0.086138022,0.147789649,0.064703231,1.78310465,2,0,3,0.25938601,3,1,1,Titan,150.326876,63.90067702,0,52.2544,98.072476,6.609283091,7.041924542,0.087998126,0.420562531,0.28501047,15.02605354,4.686383104,0,0.014583564,0,V-tail,yes,no,0,summer
115,0.68785695,3.083678955,0,13.8242056,2.809112047,0.35,0,152.6546482,265.1698119,LowAcc,4491174.624,14.23167359,0.028762475,0.554836961,19.29030651,1.595464132,2.416346439,0.724903932,0.072090546,0.119086552,0.132560065,0.073150405,1.803421881,2,0,6,0.265931839,3,1,1,Titan,152.6546482,66.78535777,0,52.2544,100.4002482,5.458222925,7.241689442,0.087907455,0.581431299,0.295898498,15.2586474,4.676509871,0,0.014583564,0,V-tail,no,yes,0,spring
116,0.89937687,3.480565344,0,13.46969832,1.972957808,0.35,0,142.8753252,229.5300075,LowAcc,4227702.101,13.39677954,0.023080862,0.448208539,19.4190558,1.042311624,2.33784487,0.701353461,0.10300863,0.179311666,0.161757294,0.103863718,1.741789901,2,0,3,0.245537539,3,1,1,Titan,142.8753252,57.65878669,0,52.2544,90.62092521,6.15632014,6.558792321,0.082890943,0.875475972,0.26246613,14.28147378,4.730135665,0,0.014583564,0,V-tail,no,yes,0,winter
117,0.831926245,3.074847122,0,11.36481134,2.440921638,0.35,0,153.3562035,284.7954373,LowAcc,4551325.972,14.42228171,0.025199274,0.448759861,17.80844391,0.974623077,2.409542809,0.722862843,0.072496004,0.110267382,0.153269928,0.074896333,1.798080316,2,0,6,0.264226601,3,1,1,Titan,153.3562035,66.02695183,0,52.2544,101.1018035,6.775401742,7.358506385,0.087755646,0.538372354,0.293047848,15.32874301,4.678441076,0,0.014583564,0,V-tail,yes,yes,0,winter
119,1.416716613,4.078522179,0,11.74147533,2.162792192,0.35,0,140.3809173,215.6370079,LowAcc,4019506.875,12.73704868,0.015767373,0.309280759,19.61523755,0.382835226,2.312725718,0.693817715,0.077746009,0.161225225,0.154737156,0.082467422,1.722068728,2,0,2,0.238643926,3,1,1,Titan,140.3809173,54.87687363,0,52.2544,88.12651735,7.03737529,6.277255252,0.085256663,0.787170259,0.251494867,14.03223311,4.76427471,0,0.014583564,0,V-tail,no,yes,0,summer
120,0.701609019,3.305642074,0,15.57458531,2.254619057,0.35,0,145.2510542,235.2631626,LowAcc,4305433.99,13.64309704,0.027945278,0.563201268,20.15371884,1.647180654,2.359627493,0.707888248,0.072529114,0.101493591,0.162465155,0.073575953,1.758891549,2,0,5,0.251362476,3,1,1,Titan,145.2510542,60.46285267,0,52.2544,92.99665423,5.720215533,6.721335042,0.083582089,0.495534965,0.271867082,14.51886303,4.707820252,0,0.014583564,0,V-tail,no,no,0,summer
124,0.989092749,3.756557234,0,14.26733971,1.482920213,0.35,0,140.2958141,216.443615,LowAcc,4080698.464,12.93095313,0.021060113,0.429548346,20.39629853,0.9614972,2.3153937,0.69461811,0.090672941,0.163165391,0.159670296,0.092418295,1.724163374,2,0,5,0.23938554,3,1,1,Titan,140.2958141,55.17234911,0,52.2544,88.04141412,6.622071884,6.316384479,0.082801327,0.796642976,0.252667078,14.02372673,4.760186973,0,0.014583564,0,V-tail,no,yes,0,winter
125,0.983853866,3.956020774,0,15.90693588,1.481154312,0.35,0,136.214518,199.5187246,LowAcc,3940221.688,12.48580908,0.021106932,0.449702034,21.30589344,1.073694749,2.283017181,0.684905154,0.092078171,0.167529056,0.161334362,0.093564277,1.698744406,2,0,4,0.230224541,3,1,1,Titan,136.214518,51.58669212,0,52.2544,83.96011804,6.776830984,6.015625884,0.080651493,0.817948248,0.238324462,13.61145729,4.818003986,0,0.014583564,0,V-tail,no,yes,0,summer
126,1.319797268,3.66069183,0,10.15357813,2.304064292,0.35,0,147.4586604,259.7301,LowAcc,4350387.947,13.78554753,0.01660918,0.297701107,17.92388946,0.284532724,2.365203056,0.709560917,0.081017955,0.158984051,0.150253178,0.085869685,1.763268952,2,0,3,0.252831879,3,1,1,Titan,147.4586604,60.45243491,0,52.2544,95.20426038,7.285532641,6.870491207,0.088178883,0.776227892,0.274257344,14.73945167,4.70310226,0,0.014583564,0,V-tail,no,yes,0,spring
128,1.025110073,3.464970497,0,11.71193305,2.008275833,0.35,0,144.3352762,247.0543241,LowAcc,4339974.65,13.75254978,0.019580224,0.376964945,19.25233028,0.631527439,2.338768092,0.701630428,0.084664093,0.153848922,0.150863542,0.087785351,1.742514728,2,0,4,0.245787221,3,1,1,Titan,144.3352762,57.76103239,0,52.2544,92.08087621,7.389494621,6.661849445,0.083479124,0.751156004,0.262866651,14.42735573,4.729058676,0,0.014583564,0,V-tail,no,yes,0,spring
129,1.03493298,3.392577237,0,11.12108758,2.04624271,0.35,0,145.1238864,249.0005054,LowAcc,4355590.4,13.80203311,0.019617822,0.372739977,19.00006927,0.550322416,2.34579188,0.703737564,0.058886407,0.090263445,0.143701545,0.063622482,1.748029139,2,0,3,0.247678539,3,1,1,Titan,145.1238864,58.31104076,0,52.2544,92.86948644,7.776067005,6.750201949,0.083573514,0.440704607,0.26590768,14.50615312,4.721254248,0,0.014583564,0,V-tail,yes,no,0,fall
132,0.909199776,3.128733355,0,10.76658031,2.049774513,0.35,0,149.9273923,270.4547683,LowAcc,4490826.625,14.23057085,0.022838142,0.412327646,18.05434296,0.796168979,2.383643389,0.715093017,0.107282834,0.194039531,0.150975567,0.108651791,1.77774655,2,0,5,0.257632018,3,1,1,Titan,149.9273923,62.73091262,0,52.2544,97.67299232,6.819662414,7.116715896,0.085312289,0.947383685,0.282118131,14.98612874,4.690174977,0,0.014583564,0,V-tail,yes,yes,0,spring
133,0.518248097,2.650768983,0,13.55832514,2.168972846,0.35,0,142.8766643,255.4167567,LowAcc,4476793.531,14.18610265,0.038300013,0.693685825,18.11189539,2.149325771,2.348790236,0.704637071,0.138749591,0.188526742,0.154525742,0.137104737,1.750383164,2,0,4,0.248481531,3,1,1,Titan,142.8766643,58.87097168,0,52.2544,90.62226434,4.641128662,6.832728021,0.075464833,0.9204679,0.267202603,14.2815888,4.718128278,0,0.014583564,0,V-tail,yes,yes,0,winter
135,0.593557047,3.05628001,0,15.73706781,2.81264385,0.35,0,138.3936128,230.843592,LowAcc,4201272.884,13.31303041,0.03364324,0.666139464,19.80009851,2.117859894,2.31215254,0.693645762,0.125265081,0.172183556,0.153370481,0.123939843,1.721618723,2,0,5,0.238484299,3,1,1,Titan,138.3936128,54.60002983,0,52.2544,86.13921278,5.376387704,6.381782372,0.075704353,0.840673503,0.251242813,13.83364074,4.765167902,0,0.014583564,0,V-tail,yes,no,0,winter
136,0.630884092,3.063186501,0,14.87295631,2.063018772,0.35,0,137.9127594,233.6526581,LowAcc,4361455.484,13.82061844,0.029473508,0.579515889,19.66226407,1.733729503,2.309722223,0.692916667,0.073022632,0.094667322,0.150911745,0.074018457,1.719710669,2,0,6,0.237806282,3,1,1,Titan,137.9127594,54.3319231,0,52.2544,85.65835939,5.498730313,6.470709739,0.07543518,0.462206211,0.250173219,13.7855834,4.769014655,0,0.014583564,0,V-tail,no,no,0,winter
137,0.964862913,3.596147635,0,13.40322821,2.537163256,0.35,0,143.6609993,234.2923031,LowAcc,4239602.483,13.43448958,0.021310067,0.417730666,19.60250375,0.882575106,2.343638638,0.703091591,0.058492654,0.089030729,0.148971778,0.061731357,1.746338618,2,0,5,0.247100267,3,1,1,Titan,143.6609993,58.3004389,0,52.2544,91.40659929,6.620630553,6.603137181,0.084591461,0.434685962,0.264976549,14.35998071,4.723574409,0,0.014583564,0,V-tail,no,yes,0,spring
