Case,drbatt,dtbatt,EQ_W_Wing,EQ_W_Therm,Foil0,Foil1,FOS,Fuse_d,Fuse_L,Fuse_Lt,Ht_S,NACA0,NACA1,Nz,Panels,PassN,PfracBattery,PfracRTG,PfracSpanels,Planet,PropBlade,PropD,PropN,PropulsionN,rho_b,rho_s,RTGfuelfrac,RTGfueltype,tstart,tmission,Type,Tail_type,Winglet,Ult_n,Ult_s,Vm,Vt_S,Wing_AR,Wing_dhl,Wing_S,Wing_Sweep,Wing_TR,Wing_fin_S,Wing_fin_TR,Cruise_Alt,Min_Alt,Cruise_V,RoC_min_alt,RoC_max_alt,Accel,Wing_folding,Sensor_swath_width,Num_Folds,Season,D_shell,Area_coverage
792,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.160275744,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.028716876,10.4928862,1.703141039,0.502580451,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,fall,3.635867874,4.00E+05
793,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.141900037,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.008789882,16.6207598,2.812447639,1.039510003,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,spring,2.278029334,4.00E+05
794,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.047419324,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.025976845,13.04468597,2.274698714,1.175385596,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,spring,4.951214909,4.00E+05
795,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.16807207,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.018946757,5.834306699,1.711478076,1.267804788,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,winter,3.380430466,4.00E+05
796,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.114004475,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.008961377,8.581640502,1.961081846,0.485115325,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,winter,2.390957179,4.00E+05
797,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.079236247,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.02127547,9.884952416,2.261627809,1.241968732,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,spring,3.694166713,4.00E+05
798,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.159596006,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.029224779,11.95696732,2.00049465,0.891629913,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,winter,2.281351922,4.00E+05
799,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.065091461,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.018191872,13.20689904,2.812142941,0.958484984,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,fall,2.591480999,4.00E+05
800,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.126138056,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.019278464,6.621550412,1.722675891,1.044457103,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,summer,3.870563803,4.00E+05
801,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.119838318,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.02923702,7.202485511,2.691932381,0.974623146,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,fall,4.916348438,4.00E+05
802,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.056281127,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.022686502,15.96761091,2.097711097,1.3966874,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,winter,2.167172596,4.00E+05
803,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.133307181,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.027095869,8.903977185,2.865994249,0.373809653,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,winter,4.754020593,4.00E+05
804,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.126717072,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.009570737,15.17707851,2.067622129,1.020567065,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,spring,3.342715114,4.00E+05
805,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.169399752,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.02301977,9.525842765,2.116026436,0.64287302,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,spring,2.525711398,4.00E+05
806,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.053355222,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.013188373,6.579333077,1.593465611,1.007102111,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,spring,3.972448553,4.00E+05
807,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.100152267,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.023856095,5.996709364,1.55645558,1.055271505,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,summer,4.939261352,4.00E+05
808,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.055490258,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.028243316,5.783342558,1.862239462,1.22447327,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,spring,4.141588407,4.00E+05
809,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.167048123,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.021459425,14.50234278,1.652948268,1.078220749,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,winter,3.996187324,4.00E+05
810,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.088970485,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.030379832,12.88501034,1.948708657,0.657472491,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,fall,2.097478814,4.00E+05
811,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.132603293,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.024911658,10.18418917,1.828096919,0.448344278,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,winter,2.880832475,4.00E+05
812,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.074407475,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.028619479,15.74209466,2.3316968,0.510272716,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,fall,3.855705145,4.00E+05
813,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.076037116,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.01235642,9.508451417,2.705168951,0.776390891,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,spring,3.684785193,4.00E+05
814,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.146819836,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.022002349,11.89515398,1.75300782,1.035307789,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,summer,3.157403182,4.00E+05
815,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.161420796,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.021768707,6.689571722,1.486533698,1.189777041,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,spring,4.825213767,4.00E+05
816,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.113939126,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.027013569,6.090846768,1.626380899,0.70120037,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,winter,4.860275493,4.00E+05
817,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.151894752,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.02244719,11.30430493,2.225115569,0.840668423,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,fall,4.479420862,4.00E+05
818,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.107017355,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.010407094,9.611564626,1.834275432,1.078055572,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,summer,2.79549679,4.00E+05
819,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.141873954,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.025824235,8.089146242,2.530858481,1.089929177,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,winter,2.937999151,4.00E+05
820,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.103649579,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.009262832,11.39116366,2.728779876,0.873001405,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,winter,4.672726816,4.00E+05
821,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.114390585,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.031115954,6.593753196,2.583115372,0.555747588,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,winter,2.183031121,4.00E+05
822,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.049705679,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.031174938,8.976962558,1.484680015,1.27132308,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,fall,3.606875661,4.00E+05
823,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.050780497,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.02218889,11.91334772,1.545867276,1.148222143,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,summer,4.203675126,4.00E+05
824,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.126341803,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.015439626,9.05035553,2.846351881,0.508188511,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,winter,3.016765829,4.00E+05
825,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.159993501,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.028001122,15.5649498,2.676672128,0.527252666,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,spring,4.930836117,4.00E+05
826,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.141729417,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.02846462,9.867252768,1.829910918,0.574438928,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,spring,3.541654598,4.00E+05
827,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.164268695,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.024304617,6.84077225,2.654099916,1.299649415,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,spring,2.584296551,4.00E+05
828,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.047126931,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.023188448,16.06764494,1.584162509,1.255773698,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,summer,4.630040159,4.00E+05
829,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.13352472,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.017336913,16.70847496,1.631592072,1.24674521,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,spring,4.953403208,4.00E+05
830,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.14201974,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.031031635,7.810174785,2.226756777,0.453283053,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,spring,4.763490076,4.00E+05
831,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.134567998,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.009694051,13.83521363,2.504338839,0.746723695,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,fall,3.849256871,4.00E+05
832,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.156958953,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.026260479,10.79981657,1.877889734,1.095762527,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,summer,3.406574152,4.00E+05
833,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.151172734,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.008688059,16.2006505,1.582099541,0.630924757,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,summer,4.122534067,4.00E+05
834,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.071204601,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.016702083,11.66763807,1.539033741,1.26868787,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,fall,4.937156829,4.00E+05
835,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.100480651,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.027581875,5.293259542,1.784888336,1.248582805,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,winter,2.974844572,4.00E+05
836,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.118602687,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.022576498,9.133513821,2.069681575,1.22383274,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,summer,2.128769528,4.00E+05
837,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.049131674,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.023274195,14.19503085,2.45692927,0.691998298,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,winter,2.071074845,4.00E+05
838,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.11284933,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.031744762,11.22037774,1.555276917,1.364212841,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,fall,3.672899008,4.00E+05
839,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.056736826,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.013954262,6.179674865,2.268288894,0.963586619,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,spring,2.870037524,4.00E+05
840,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.155144261,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.009640542,16.94294445,2.282647252,0.943009994,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,winter,4.066593852,4.00E+05
841,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.167803591,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.030371234,7.39870901,1.9032829,0.408839512,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,spring,2.828257732,4.00E+05
842,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.091937286,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.023145107,11.47686054,1.63308682,0.477795989,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,fall,4.819034414,4.00E+05
843,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.060320517,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.031017463,8.576283879,1.697669557,0.768988943,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,spring,3.015174412,4.00E+05
844,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.167027926,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.027768981,15.1268558,1.734208931,1.28119084,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,spring,4.753215898,4.00E+05
845,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.122288111,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.00881244,6.208703625,2.378044786,1.344974406,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,summer,4.925572499,4.00E+05
846,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.133914349,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.028769466,6.091250548,2.675466674,0.40329042,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,spring,2.593486048,4.00E+05
847,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.127370605,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.027195945,14.08138688,2.307487426,1.250617012,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,winter,4.093293783,4.00E+05
848,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.09746534,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.012805129,14.4467492,1.890106481,1.373581104,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,winter,4.816982638,4.00E+05
849,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.120880613,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.013656597,15.70881138,1.936449871,0.373342766,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,summer,4.407875053,4.00E+05
850,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.083985804,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.026145867,8.94849537,2.312529385,0.651201779,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,summer,2.913360181,4.00E+05
851,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.126668875,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.008672221,5.656581792,2.091053569,0.483564657,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,fall,4.806113974,4.00E+05
852,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.047997296,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.009839545,5.883928754,2.458163568,0.630019491,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,spring,4.92818188,4.00E+05
853,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.064241668,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.016550013,16.92683859,2.798928236,0.524830175,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,winter,3.239143879,4.00E+05
854,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.128725289,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.010451836,6.866369972,2.844106322,0.848099353,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,fall,2.841749539,4.00E+05
855,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.063132371,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.015459723,6.676146685,2.794081256,0.714206172,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,winter,4.909271574,4.00E+05
856,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.145899498,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.015999459,13.79401163,2.398723768,1.40185841,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,spring,2.860873771,4.00E+05
857,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.149647299,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.009112141,10.93566847,2.202273699,1.213423653,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,winter,3.071666971,4.00E+05
858,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.147297763,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.018017597,5.255209434,2.828610312,0.756252139,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,spring,4.869986346,4.00E+05
859,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.066867461,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.012853208,7.553693616,2.685650819,0.384799173,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,winter,4.163705772,4.00E+05
860,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.044828135,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.023703485,14.5640762,2.19808174,0.572902763,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,fall,3.358487957,4.00E+05
861,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.138124278,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.014034796,9.339844472,1.993906698,0.761154033,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,winter,3.466229087,4.00E+05
862,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.137756378,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.01680639,12.87128651,2.640070289,0.717970757,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,winter,4.769572169,4.00E+05
