Case,drbatt,dtbatt,EQ_W_Wing,EQ_W_Therm,Foil0,Foil1,FOS,Fuse_d,Fuse_L,Fuse_Lt,Ht_S,NACA0,NACA1,Nz,Panels,PassN,PfracBattery,PfracRTG,PfracSpanels,Planet,PropBlade,PropD,PropN,PropulsionN,rho_b,rho_s,RTGfuelfrac,RTGfueltype,tstart,tmission,Type,Tail_type,Winglet,Ult_n,Ult_s,Vm,Vt_S,Wing_AR,Wing_dhl,Wing_S,Wing_Sweep,Wing_TR,Wing_fin_S,Wing_fin_TR,Cruise_Alt,Min_Alt,Cruise_V,RoC_min_alt,RoC_max_alt,Accel,Wing_folding,Sensor_swath_width,Num_Folds,Season,D_shell,Area_coverage
252,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.069391698,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.024955239,16.40952381,2.872684492,1.366325102,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,fall,5,4.00E+05
253,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.138178235,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.023791385,12.86666667,2.519724981,0.68569591,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,spring,2.9,4.00E+05
254,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.081898341,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.017972114,5.19047619,1.460846448,0.895120277,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,fall,4.55,4.00E+05
255,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.169444843,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.031938364,14.04761905,2.378541176,0.37155936,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,spring,2,4.00E+05
256,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.169444843,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.026119093,17,2.80209259,0.37155936,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,summer,4.85,4.00E+05
257,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.044378411,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.014480551,16.40952381,1.460846448,0.423915452,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,summer,5,4.00E+05
258,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.169444843,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.028446802,9.914285714,2.590316883,1.104544644,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,summer,2,4.00E+05
259,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.050631733,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.03077451,12.27619048,2.872684492,1.418681194,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,spring,2,4.00E+05
260,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.1569382,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.009825135,5.19047619,1.460846448,1.418681194,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,summer,3.65,4.00E+05
261,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.044378411,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.03077451,17,2.307949274,0.37155936,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,winter,3.2,4.00E+05
262,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.056885055,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.028446802,5.19047619,1.954989763,0.37155936,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,winter,5,4.00E+05
263,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.044378411,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.009825135,17,2.731500688,1.261612919,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,winter,5,4.00E+05
264,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.050631733,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.03077451,5.19047619,2.519724981,0.738052002,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,fall,2.75,4.00E+05
265,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.044378411,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.010988989,8.733333333,2.731500688,1.261612919,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,spring,5,4.00E+05
266,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.063138376,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.009825135,8.142857143,1.602030252,0.37155936,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,fall,3.95,4.00E+05
267,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.169444843,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.008661281,16.40952381,2.872684492,1.156900736,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,winter,5,4.00E+05
268,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.081898341,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.026119093,9.323809524,2.80209259,1.052188552,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,spring,5,4.00E+05
269,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.169444843,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.009825135,6.371428571,2.16676547,0.580983727,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,spring,3.5,4.00E+05
270,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.044378411,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.01680826,13.45714286,1.460846448,1.156900736,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,spring,4.55,4.00E+05
271,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.056885055,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.008661281,8.733333333,1.672622154,1.418681194,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,spring,3.95,4.00E+05
272,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.044378411,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.031938364,17,1.672622154,0.37155936,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,summer,5,4.00E+05
273,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.050631733,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.031938364,5.780952381,2.80209259,1.366325102,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,summer,3.8,4.00E+05
274,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.106911627,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.009825135,17,2.872684492,0.37155936,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,winter,5,4.00E+05
275,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.163191522,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.031938364,17,1.53143835,1.366325102,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,winter,5,4.00E+05
276,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.125671592,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.028446802,17,1.743214057,0.790408094,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,spring,2.15,4.00E+05
277,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.088151662,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.03077451,17,2.307949274,0.423915452,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,winter,2,4.00E+05
278,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.044378411,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.022627531,17,1.460846448,0.68569591,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,spring,2.45,4.00E+05
279,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.1569382,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.03077451,17,2.872684492,0.947476369,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,winter,2.45,4.00E+05
280,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.169444843,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.028446802,14.04761905,1.460846448,0.738052002,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,spring,2,4.00E+05
281,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.044378411,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.014480551,8.142857143,2.872684492,1.366325102,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,summer,3.05,4.00E+05
282,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.138178235,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.031938364,15.81904762,1.602030252,1.209256827,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,winter,4.55,4.00E+05
283,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.169444843,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.031938364,5.780952381,2.872684492,0.476271544,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,summer,2.75,4.00E+05
284,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.1569382,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.031938364,17,2.872684492,0.423915452,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,summer,5,4.00E+05
285,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.075645019,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.028446802,10.5047619,2.872684492,0.738052002,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,spring,2.3,4.00E+05
286,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.11941827,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.012152843,17,2.872684492,0.790408094,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,fall,2.15,4.00E+05
287,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.11941827,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.017972114,13.45714286,1.813805959,1.261612919,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,spring,2.75,4.00E+05
288,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.150684878,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.021463677,16.40952381,1.672622154,0.37155936,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,spring,5,4.00E+05
289,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.044378411,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.008661281,9.914285714,1.53143835,1.052188552,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,summer,5,4.00E+05
290,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.044378411,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.026119093,5.19047619,1.954989763,1.418681194,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,spring,4.7,4.00E+05
291,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.1569382,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.029610656,8.733333333,1.53143835,0.37155936,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,summer,2.6,4.00E+05
292,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.044378411,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.008661281,5.19047619,2.872684492,1.418681194,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,winter,2,4.00E+05
293,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.138178235,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.031938364,11.0952381,2.025581665,0.580983727,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,summer,5,4.00E+05
294,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.044378411,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.020299822,5.19047619,1.460846448,0.68569591,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,fall,3.5,4.00E+05
295,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.150684878,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.01680826,17,2.872684492,0.999832461,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,winter,4.1,4.00E+05
296,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.044378411,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.028446802,5.19047619,2.449133079,1.261612919,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,winter,3.95,4.00E+05
297,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.044378411,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.019135968,17,1.460846448,0.738052002,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,spring,2,4.00E+05
298,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.044378411,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.01680826,17,2.872684492,0.423915452,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,fall,4.7,4.00E+05
299,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.131924914,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.023791385,17,1.954989763,1.418681194,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,fall,2,4.00E+05
300,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.144431557,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.01680826,6.961904762,1.460846448,0.37155936,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,30,0,summer,4.4,4.00E+05
301,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.131924914,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.013316697,17,2.660908785,1.313969011,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,winter,2,4.00E+05
302,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.169444843,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.023791385,10.5047619,2.16676547,1.418681194,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,spring,2,4.00E+05
303,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.169444843,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,No_tail,yes,724000000,54500000,30,0.008661281,5.19047619,2.378541176,1.209256827,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,summer,3.8,4.00E+05
304,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.050631733,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.03077451,15.81904762,2.872684492,0.528627635,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,spring,3.35,4.00E+05
305,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.144431557,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.031938364,12.27619048,2.307949274,0.37155936,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,spring,3.95,4.00E+05
306,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.169444843,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.029610656,5.19047619,2.872684492,1.418681194,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,spring,2.45,4.00E+05
307,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.169444843,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.031938364,5.19047619,2.872684492,0.476271544,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,summer,4.7,4.00E+05
308,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.125671592,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.010988989,10.5047619,2.872684492,1.052188552,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,summer,3.8,4.00E+05
309,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.169444843,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.017972114,5.19047619,2.872684492,1.156900736,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,30,0,winter,2,4.00E+05
310,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.169444843,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.010988989,16.40952381,2.872684492,0.999832461,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,spring,4.4,4.00E+05
311,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.169444843,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.008661281,17,1.460846448,0.37155936,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,10,0,winter,2,4.00E+05
312,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.131924914,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.017972114,5.780952381,1.672622154,0.37155936,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,summer,2,4.00E+05
313,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.044378411,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,2,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.008661281,5.780952381,1.460846448,1.366325102,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,spring,4.7,4.00E+05
314,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.044378411,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.028446802,12.86666667,1.460846448,1.261612919,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,summer,2.3,4.00E+05
315,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.169444843,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.008661281,5.19047619,1.460846448,0.37155936,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,fall,2,4.00E+05
316,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.100658306,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,5,1970,1970,0,1,8,0.25,bwb,No_tail,no,724000000,54500000,30,0.029610656,7.552380952,1.954989763,0.790408094,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,winter,4.55,4.00E+05
317,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.063138376,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.020299822,5.19047619,1.53143835,0.37155936,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,spring,4.85,4.00E+05
318,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.056885055,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.031938364,5.19047619,2.16676547,0.37155936,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,spring,4.25,4.00E+05
319,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.113164949,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.014480551,6.961904762,2.872684492,0.580983727,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,no,100,0,summer,3.2,4.00E+05
320,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.044378411,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.020299822,5.19047619,2.519724981,0.37155936,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,fall,3.95,4.00E+05
321,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.1569382,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,6,1970,1970,0,1,8,1,bwb,No_tail,yes,724000000,54500000,30,0.031938364,9.323809524,1.460846448,0.842764185,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,spring,5,4.00E+05
322,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.050631733,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,3,1970,1970,0,1,8,1,bwb,No_tail,no,724000000,54500000,30,0.031938364,17,1.460846448,1.156900736,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,spring,5,4.00E+05
323,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.044378411,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,4,1970,1970,0,1,8,0.5,bwb,No_tail,no,724000000,54500000,30,0.026119093,15.81904762,1.884397861,1.104544644,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,10,0,fall,5,4.00E+05
324,0,8760,1,1,e344,e340,1.5,0.42,1,0,0.169444843,FALSE,FALSE,7,200,10,0,1,0,Titan,3,0.37,4,1,1970,1970,0,1,8,0.5,bwb,No_tail,yes,724000000,54500000,30,0.028446802,14.63809524,1.460846448,1.418681194,0,0.35,0,0,500,50,12.1,0.001996198,0.001996198,0.019607137,yes,100,0,winter,5,4.00E+05
